DateTime,RecordingTime,Values,
,16.611214,0.683477,
,16.624735,0.653053,
,16.638948,0.621291,
,16.652929,0.590288,
,16.666681,0.560048,
,16.68062,0.529688,
,16.695368,0.49791,
,16.710087,0.466571,
,16.726837,0.431411,
,16.739965,0.404256,
,16.752911,0.377843,
,16.766094,0.351342,
,16.779093,0.325617,
,16.792051,0.300397,
,16.804886,0.275852,
,16.819363,0.248707,
,16.832846,0.223962,
,16.846424,0.199585,
,16.859411,0.176799,
,16.872593,0.154216,
,16.887619,0.129168,
,16.901033,0.107447,
,16.914577,0.086154,
,16.928097,0.065549,
,16.941345,0.046005,
,16.955067,0.026454,
,16.968414,0.008126,
,16.981724,-0.009455,
,16.994928,-0.026202,
,17.007923,-0.041991,
,17.021479,-0.057721,
,17.035023,-0.072668,
,17.049904,-0.088188,
,17.063169,-0.101218,
,17.078247,-0.115091,
,17.091595,-0.126527,
,17.105747,-0.137781,
,17.11908,-0.147549,
,17.133757,-0.15736,
,17.146959,-0.165334,
,17.161386,-0.173117,
,17.174618,-0.179397,
,17.18819,-0.184978,
,17.201218,-0.189513,
,17.215534,-0.193563,
,17.228197,-0.196327,
,17.241756,-0.198434,
,17.256191,-0.199705,
,17.269497,-0.199988,
,17.282528,-0.199439,
,17.29562,-0.198065,
,17.30855,-0.195899,
,17.321512,-0.192923,
,17.33497,-0.188982,
,17.348679,-0.18408,
,17.362194,-0.178375,
,17.375185,-0.172078,
,17.389177,-0.164409,
,17.402058,-0.156544,
,17.415802,-0.147305,
,17.428947,-0.137658,
,17.443506,-0.126058,
,17.456558,-0.114851,
,17.469915,-0.102595,
,17.482584,-0.090249,
,17.495934,-0.076486,
,17.512196,-0.058694,
,17.525248,-0.043609,
,17.540812,-0.024701,
,17.554895,-0.006747,
,17.56909,0.012145,
,17.583569,0.032221,
,17.598141,0.053233,
,17.611294,0.072875,
,17.624458,0.093158,
,17.637182,0.113347,
,17.651516,0.136757,
,17.664743,0.15897,
,17.679514,0.184443,
,17.692621,0.207619,
,17.706278,0.232322,
,17.719162,0.256127,
,17.731621,0.279592,
,17.746675,0.308508,
,17.760122,0.334832,
,17.775038,0.364552,
,17.78809,0.39099,
,17.802164,0.419924,
,17.815886,0.44853,
,17.829323,0.476906,
,17.84341,0.507015,
,17.857277,0.536984,
,17.872046,0.569237,
,17.885656,0.599243,
,17.900766,0.632843,
,17.91432,0.663202,
,17.927977,0.693992,
,17.941473,0.72458,
,17.956524,0.758858,
,17.969961,0.789581,
,17.984474,0.822862,
,17.997812,0.853509,
,18.011112,0.884108,
,18.023998,0.913765,
,18.037256,0.944263,
,18.0513,0.976539,
,18.065445,1.008974,
,18.078758,1.03942,
,18.092731,1.071258,
,18.105843,1.100993,
,18.118757,1.130141,
,18.131718,1.15922,
,18.145004,1.188834,
,18.161144,1.224507,
,18.174711,1.254206,
,18.187061,1.280998,
,18.201748,1.312523,
,18.215822,1.342366,
,18.228832,1.369614,
,18.242464,1.39779,
,18.256155,1.425683,
,18.268938,1.451334,
,18.283211,1.479509,
,18.295818,1.503968,
,18.310266,1.531481,
,18.324089,1.557261,
,18.337082,1.580993,
,18.349989,1.604071,
,18.363436,1.627567,
,18.378078,1.652497,
,18.390665,1.673364,
,18.405149,1.696711,
,18.419426,1.71901,
,18.433289,1.739959,
,18.447475,1.760669,
,18.460653,1.779227,
,18.474085,1.797455,
,18.488415,1.816118,
,18.501015,1.831851,
,18.515522,1.849162,
,18.529438,1.864944,
,18.543589,1.880154,
,18.556269,1.893054,
,18.569405,1.90568,
,18.582281,1.917321,
,18.59671,1.929487,
,18.609957,1.939831,
,18.623247,1.949405,
,18.636711,1.958277,
,18.65134,1.966965,
,18.666096,1.974716,
,18.679928,1.981051,
,18.694208,1.986642,
,18.707701,1.991033,
,18.722994,1.994959,
,18.737158,1.997595,
,18.750443,1.999191,
,18.764324,1.999952,
,18.777985,1.999796,
,18.792971,1.99859,
,18.806143,1.996639,
,18.820747,1.993501,
,18.834005,1.989769,
,18.849279,1.98443,
,18.862789,1.978785,
,18.876318,1.972267,
,18.890717,1.964388,
,18.904222,1.956119,
,18.91787,1.946906,
,18.931517,1.93684,
,18.94599,1.925242,
,18.959717,1.913373,
,18.973248,1.900855,
,18.98653,1.887786,
,19.001503,1.872141,
,19.014963,1.857262,
,19.028673,1.841325,
,19.043671,1.823006,
,19.057577,1.805205,
,19.070881,1.787462,
,19.083742,1.769652,
,19.098707,1.74814,
,19.112516,1.72755,
,19.126158,1.706532,
,19.140167,1.684263,
,19.153784,1.661973,
,19.167833,1.638325,
,19.18132,1.615026,
,19.194757,1.591246,
,19.209167,1.565137,
,19.224657,1.536397,
,19.238152,1.510813,
,19.252329,1.483414,
,19.265163,1.458165,
,19.279812,1.428853,
,19.293102,1.401831,
,19.307972,1.371142,
,19.32188,1.342018,
,19.335932,1.31222,
,19.350014,1.281997,
,19.363882,1.251907,
,19.376713,1.223807,
,19.390436,1.193491,
,19.403627,1.164123,
,19.417339,1.133386,
,19.431406,1.101647,
,19.4452,1.070361,
,19.459177,1.03851,
,19.473558,1.005616,
,19.48786,0.972814,
,19.501205,0.942139,
,19.516409,0.907159,
,19.53042,0.874915,
,19.543539,0.844741,
,19.557671,0.812287,
,19.572931,0.777325,
,19.587133,0.744904,
,19.601784,0.7116,
,19.615446,0.680701,
,19.62882,0.650627,
,19.642824,0.619346,
,19.656317,0.589439,
,19.671431,0.556228,
,19.68581,0.524954,
,19.700058,0.494297,
,19.713377,0.465965,
,19.727018,0.437298,
,19.739725,0.410932,
,19.752813,0.384136,
,19.766678,0.356175,
,19.783228,0.323397,
,19.798603,0.293567,
,19.813423,0.265403,
,19.828146,0.238032,
,19.842501,0.211949,
,19.855774,0.188383,
,19.870333,0.163165,
,19.884329,0.139567,
,19.899628,0.114518,
,19.913054,0.093199,
,19.926237,0.072884,
,19.940451,0.051686,
,19.954464,0.031521,
,19.968531,0.012033,
,19.981659,-0.005464,
,19.994513,-0.021932,
,20.009045,-0.039747,
,20.022919,-0.055945,
,20.03669,-0.071228,
,20.050579,-0.085823,
,20.065308,-0.100391,
,20.078514,-0.112648,
,20.092186,-0.12452,
,20.107164,-0.136564,
,20.122046,-0.147523,
,20.135546,-0.156587,
,20.150703,-0.165757,
,20.164646,-0.173248,
,20.178385,-0.179735,
,20.192152,-0.18534,
,20.205421,-0.18989,
,20.219021,-0.193682,
,20.232464,-0.19656,
,20.246042,-0.198587,
,20.259151,-0.199702,
,20.272182,-0.199991,
,20.287987,-0.199244,
,20.300997,-0.197728,
,20.31599,-0.194971,
,20.328678,-0.191796,
,20.341438,-0.187827,
,20.355951,-0.182371,
,20.370173,-0.176057,
,20.383419,-0.169318,
,20.397512,-0.161247,
,20.411537,-0.152299,
,20.424658,-0.143107,
,20.440346,-0.131087,
,20.455692,-0.118251,
,20.473112,-0.102411,
,20.488155,-0.08766,
,20.501968,-0.073255,
,20.515614,-0.058224,
,20.529823,-0.041742,
,20.543272,-0.025377,
,20.55784,-0.006822,
,20.57173,0.011653,
,20.584572,0.0294,
,20.598022,0.048667,
,20.612309,0.069865,
,20.625414,0.089964,
,20.64045,0.113772,
,20.653667,0.135347,
,20.667097,0.157866,
,20.683126,0.185509,
,20.696178,0.208612,
,20.709141,0.232065,
,20.722845,0.2574,
,20.736652,0.283454,
,20.749701,0.30855,
,20.763773,0.336113,
,20.777885,0.36424,
,20.792126,0.393101,
,20.80644,0.42256,
,20.818966,0.448692,
,20.833876,0.480203,
,20.84745,0.509246,
,20.86134,0.539289,
,20.874271,0.567533,
,20.887848,0.597449,
,20.90122,0.627153,
,20.915022,0.658034,
,20.929142,0.689837,
,20.942482,0.720055,
,20.95579,0.750335,
,20.969328,0.781257,
,20.983065,0.812735,
,20.997063,0.844883,
,21.011024,0.876995,
,21.025696,0.910758,
,21.039738,0.943065,
,21.053267,0.974158,
,21.066818,1.005244,
,21.081881,1.039694,
,21.096071,1.072022,
,21.110592,1.104948,
,21.124716,1.136791,
,21.139809,1.170589,
,21.154036,1.202199,
,21.1691,1.235383,
,21.182756,1.265177,
,21.196226,1.294267,
,21.208878,1.32131,
,21.223013,1.351175,
,21.235941,1.378143,
,21.250942,1.408995,
,21.264584,1.436616,
,21.277328,1.46203,
,21.291739,1.490278,
,21.304548,1.514941,
,21.317379,1.539202,
,21.332081,1.566431,
,21.34519,1.590183,
,21.357824,1.612579,
,21.370745,1.634972,
,21.38356,1.656649,
,21.397961,1.680361,
,21.412481,1.703548,
,21.42551,1.723727,
,21.439278,1.74438,
,21.454617,1.766568,
,21.468481,1.785855,
,21.483017,1.805276,
,21.497866,1.82425,
,21.512999,1.842669,
,21.526123,1.857879,
,21.540083,1.873265,
,21.553303,1.887069,
,21.566236,1.899842,
,21.580021,1.912652,
,21.593943,1.924733,
,21.608124,1.936147,
,21.622471,1.946765,
,21.636465,1.956213,
,21.650234,1.964626,
,21.66396,1.972132,
,21.677248,1.978557,
,21.69112,1.984375,
,21.703934,1.988938,
,21.71735,1.992877,
,21.732063,1.996206,
,21.745625,1.998354,
,21.759613,1.999644,
,21.772461,1.999999,
,21.785313,1.999558,
,21.799225,1.998186,
,21.812744,1.995961,
,21.825512,1.993054,
,21.839407,1.989004,
,21.852295,1.984425,
,21.8654,1.97896,
,21.880165,1.971833,
,21.893349,1.964602,
,21.90683,1.956372,
,21.920843,1.946926,
,21.934162,1.937115,
,21.946941,1.926944,
,21.960634,1.91523,
,21.973719,1.903258,
,21.986944,1.890393,
,21.999866,1.877091,
,22.013403,1.86239,
,22.027441,1.846331,
,22.041063,1.829965,
,22.054415,1.813192,
,22.067394,1.796204,
,22.080725,1.778067,
,22.093437,1.760136,
,22.106096,1.741675,
,22.119007,1.722239,
,22.132336,1.701546,
,22.145906,1.679834,
,22.158552,1.659036,
,22.17198,1.636372,
,22.185169,1.613545,
,22.198278,1.590317,
,22.211597,1.566186,
,22.224371,1.542557,
,22.239782,1.51344,
,22.25316,1.487642,
,22.266626,1.461214,
,22.27989,1.434746,
,22.294815,1.404471,
,22.310715,1.371681,
,22.324617,1.342581,
,22.339466,1.311084,
,22.352585,1.282926,
,22.366055,1.253717,
,22.378624,1.226205,
,22.39484,1.190384,
,22.409937,1.15673,
,22.424013,1.12512,
,22.439798,1.089441,
,22.453043,1.059346,
,22.466919,1.027686,
,22.481579,0.99412,
,22.495911,0.961215,
,22.509008,0.931098,
,22.522001,0.9012,
,22.535313,0.870567,
,22.547762,0.841938,
,22.562761,0.807498,
,22.575863,0.777488,
,22.591444,0.741926,
,22.606245,0.708295,
,22.619022,0.679408,
,22.632088,0.650035,
,22.648218,0.614029,
,22.663555,0.5801,
,22.678804,0.546687,
,22.693367,0.515118,
,22.70783,0.484114,
,22.721321,0.455539,
,22.735132,0.42665,
,22.748711,0.398636,
,22.76256,0.370482,
,22.776108,0.343365,
,22.789505,0.316992,
,22.8036,0.289742,
,22.817947,0.262549,
,22.831306,0.237741,
,22.844595,0.213581,
,22.858408,0.18903,
,22.874451,0.161262,
,22.889809,0.135458,
,22.903002,0.11392,
,22.917967,0.090218,
,22.933784,0.066025,
,22.948006,0.045057,
,22.961544,0.025795,
,22.974495,0.008028,
,22.988182,-0.010039,
,23.001202,-0.026533,
,23.015306,-0.043623,
,23.028637,-0.059022,
,23.043591,-0.075408,
,23.056911,-0.0892,
,23.070618,-0.102588,
,23.085247,-0.115969,
,23.100821,-0.129167,
,23.114307,-0.139714,
,23.128941,-0.150223,
,23.14225,-0.158924,
,23.155607,-0.166833,
,23.169622,-0.174233,
,23.183905,-0.180826,
,23.198444,-0.186546,
,23.213642,-0.19145,
,23.227425,-0.194942,
,23.241512,-0.197572,
,23.256161,-0.199295,
,23.269594,-0.199967,
,23.284595,-0.199691,
,23.299089,-0.198396,
,23.31443,-0.195924,
,23.329082,-0.192509,
,23.343811,-0.188042,
,23.358702,-0.182475,
,23.373814,-0.175751,
,23.387053,-0.168977,
,23.399887,-0.161627,
,23.41398,-0.152673,
,23.427311,-0.143363,
,23.441851,-0.132283,
,23.454943,-0.121488,
,23.469164,-0.108893,
,23.482601,-0.096172,
,23.495735,-0.082979,
,23.508629,-0.069303,
,23.523687,-0.05244,
,23.53669,-0.037117,
,23.549717,-0.021071,
,23.56303,-0.003964,
,23.575787,0.013086,
,23.58897,0.031369,
,23.602543,0.050881,
,23.616549,0.071735,
,23.630974,0.093955,
,23.645729,0.117446,
,23.660316,0.1414,
,23.674818,0.165917,
,23.689808,0.191964,
,23.704105,0.217461,
,23.719273,0.245175,
,23.733238,0.271279,
,23.748112,0.299669,
,23.761881,0.326467,
,23.77524,0.352923,
,23.789286,0.381202,
,23.802389,0.407987,
,23.81654,0.437327,
,23.832735,0.471403,
,23.849838,0.507923,
,23.864979,0.540672,
,23.879814,0.573111,
,23.893085,0.602398,
,23.906605,0.632466,
,23.920698,0.664039,
,23.934996,0.69628,
,23.948944,0.727912,
,23.962151,0.757996,
,23.978729,0.79591,
,23.993906,0.830726,
,24.009443,0.866447,
,24.022694,0.896938,
,24.035852,0.92722,
,24.049873,0.959465,
,24.065311,0.994906,
,24.080574,1.02985,
,24.095104,1.062992,
,24.110313,1.097522,
,24.124119,1.12869,
,24.137384,1.158461,
,24.150776,1.188314,
,24.163929,1.217417,
,24.177553,1.247305,
,24.190914,1.276343,
,24.204525,1.305622,
,24.218731,1.335832,
,24.235113,1.370188,
,24.249851,1.400624,
,24.2645,1.430402,
,24.27977,1.460916,
,24.293127,1.487141,
,24.306248,1.512452,
,24.319799,1.538109,
,24.333052,1.562706,
,24.345917,1.586096,
,24.363403,1.617086,
,24.378195,1.642553,
,24.39027,1.66282,
,24.404305,1.685759,
,24.418715,1.708607,
,24.433712,1.731607,
,24.449469,1.754889,
,24.464451,1.776165,
,24.479065,1.796087,
,24.492645,1.813851,
,24.506052,1.830665,
,24.520756,1.848261,
,24.536453,1.866057,
,24.551001,1.881618,
,24.564661,1.895404,
,24.577902,1.907991,
,24.591461,1.920078,
,24.607441,1.933268,
,24.621044,1.943587,
,24.635744,1.953787,
,24.650869,1.963241,
,24.665186,1.97121,
,24.678816,1.977904,
,24.691433,1.983319,
,24.707207,1.989026,
,24.720375,1.992882,
,24.733381,1.995877,
,24.749918,1.998513,
,24.764523,1.999747,
,24.777832,1.999977,
,24.791155,1.999354,
,24.807095,1.997486,
,24.820368,1.994999,
,24.833979,1.991572,
,24.850004,1.986401,
,24.864149,1.980823,
,24.877251,1.974812,
,24.891811,1.967184,
,24.907286,1.957992,
,24.920631,1.949173,
,24.933508,1.93989,
,24.946428,1.929816,
,24.961706,1.916932,
,24.975426,1.904477,
,24.988987,1.891352,
,25.002167,1.877834,
,25.015858,1.863002,
,25.030993,1.845686,
,25.046034,1.827538,
,25.061655,1.80772,
,25.077108,1.78716,
,25.090269,1.768919,
,25.104868,1.747913,
,25.118275,1.727925,
,25.132061,1.706691,
,25.146961,1.68299,
,25.160273,1.661171,
,25.173634,1.638676,
,25.187994,1.613856,
,25.201599,1.589748,
,25.215136,1.565207,
,25.228649,1.540171,
,25.244652,1.509869,
,25.259438,1.48126,
,25.272636,1.455251,
,25.285635,1.429223,
,25.29982,1.400374,
,25.314844,1.369338,
,25.329363,1.338905,
,25.342403,1.311226,
,25.358046,1.27762,
,25.371494,1.248402,
,25.384869,1.219072,
,25.400188,1.185173,
,25.414534,1.15316,
,25.427599,1.123806,
,25.442457,1.090222,
,25.455511,1.060565,
,25.469969,1.027576,
,25.483395,0.996842,
,25.498135,0.963008,
,25.513956,0.926624,
,25.528772,0.892526,
,25.542057,0.861958,
,25.555489,0.831084,
,25.569548,0.798827,
,25.583418,0.767084,
,25.598618,0.73243,
,25.613312,0.69909,
,25.627327,0.66747,
,25.640654,0.637585,
,25.658806,0.597213,
,25.672588,0.566845,
,25.685822,0.537951,
,25.698755,0.509977,
,25.712261,0.481072,
,25.726986,0.449944,
,25.740772,0.421181,
,25.757221,0.387388,
,25.771046,0.359456,
,25.784769,0.332172,
,25.799623,0.303172,
,25.814661,0.274398,
,25.829653,0.246333,
,25.843039,0.221813,
,25.855515,0.199438,
,25.87151,0.171453,
,25.886398,0.146139,
,25.900078,0.123522,
,25.912842,0.102995,
,25.92551,0.083181,
,25.93861,0.063297,
,25.95187,0.043809,
,25.966459,0.023131,
,25.981888,0.002151,
,25.995922,-0.016119,
,26.011106,-0.034998,
,26.026299,-0.052941,
,26.041744,-0.070197,
,26.055019,-0.08422,
,26.068174,-0.097366,
,26.084772,-0.112875,
,26.099127,-0.125301,
,26.112501,-0.136048,
,26.125782,-0.145917,
,26.139368,-0.155178,
,26.153881,-0.164127,
,26.16791,-0.171846,
,26.181509,-0.178447,
,26.196608,-0.184753,
,26.211809,-0.190009,
,26.226986,-0.194156,
,26.242775,-0.197299,
,26.257912,-0.199188,
,26.273312,-0.199979,
,26.286861,-0.19973,
,26.300453,-0.198593,
,26.314171,-0.196544,
,26.33005,-0.193045,
,26.34511,-0.188611,
,26.358984,-0.183571,
,26.375,-0.176617,
,26.388611,-0.169756,
,26.402639,-0.161777,
,26.417904,-0.152057,
,26.432505,-0.141755,
,26.447525,-0.130142,
,26.462963,-0.117146,
,26.478724,-0.102785,
,26.493418,-0.088413,
,26.507362,-0.073911,
,26.520882,-0.059058,
,26.534586,-0.043218,
,26.549238,-0.025426,
,26.564823,-0.005547,
,26.578308,0.012429,
,26.59226,0.031773,
,26.605431,0.050712,
,26.619135,0.071104,
,26.632559,0.091739,
,26.648996,0.117875,
,26.662983,0.140841,
,26.676331,0.163366,
,26.689411,0.185997,
,26.704496,0.212759,
,26.718584,0.238368,
,26.731787,0.262895,
,26.746782,0.291339,
,26.761106,0.319068,
,26.776505,0.349457,
,26.792044,0.380705,
,26.807644,0.412629,
,26.821857,0.442165,
,26.835209,0.470281,
,26.850775,0.50348,
,26.86557,0.535429,
,26.880545,0.568121,
,26.894325,0.598494,
,26.909172,0.631492,
,26.92374,0.664128,
,26.937122,0.6943,
,26.952166,0.728409,
,26.966339,0.760698,
,26.981382,0.795106,
,26.997007,0.830956,
,27.011824,0.865013,
,27.025024,0.895391,
,27.038809,0.927113,
,27.052307,0.958158,
,27.06562,0.988728,
,27.082262,1.02684,
,27.095442,1.056922,
,27.109776,1.089498,
,27.122906,1.11919,
,27.136057,1.148763,
,27.150045,1.180015,
,27.163727,1.210345,
,27.179573,1.245157,
,27.193966,1.276451,
,27.208956,1.308676,
,27.223192,1.33891,
,27.236168,1.36613,
,27.250908,1.396631,
,27.265144,1.425641,
,27.27883,1.453091,
,27.291893,1.47887,
,27.305285,1.504849,
,27.318993,1.530946,
,27.332672,1.556475,
,27.345869,1.580591,
,27.359177,1.604389,
,27.373659,1.629661,
,27.38888,1.655504,
,27.402241,1.677555,
,27.415236,1.69842,
,27.428867,1.719673,
,27.443729,1.742085,
,27.457926,1.762732,
,27.47257,1.783234,
,27.486671,1.802192,
,27.501411,1.821168,
,27.515717,1.838746,
,27.529696,1.855113,
,27.54324,1.87019,
,27.556353,1.884046,
,27.570246,1.897919,
,27.583679,1.91053,
,27.597183,1.922403,
,27.610579,1.933374,
,27.623888,1.94347,
,27.637178,1.952745,
,27.652227,1.962264,
,27.666882,1.970522,
,27.680389,1.977242,
,27.693964,1.983129,
,27.70752,1.988136,
,27.722355,1.992612,
,27.736599,1.99592,
,27.751015,1.998276,
,27.764532,1.999578,
,27.779734,1.999991,
,27.793907,1.999374,
,27.808294,1.997759,
,27.822884,1.995105,
,27.837318,1.991475,
,27.852444,1.986604,
,27.865749,1.981419,
,27.879879,1.974995,
,27.893734,1.967784,
,27.907822,1.959532,
,27.922173,1.95018,
,27.936338,1.940019,
,27.950647,1.928829,
,27.965023,1.916657,
,27.979071,1.903875,
,27.992752,1.890591,
,28.006212,1.876732,
,28.020834,1.860799,
,28.035118,1.844364,
,28.049252,1.827273,
,28.063349,1.809418,
,28.077717,1.790407,
,28.091585,1.771292,
,28.104792,1.75241,
,28.118401,1.73227,
,28.132483,1.710721,
,28.146343,1.688822,
,28.159027,1.668198,
,28.171951,1.646631,
,28.186214,1.622196,
,28.200146,1.597707,
,28.213461,1.573746,
,28.226431,1.549906,
,28.240238,1.523998,
,28.253899,1.497857,
,28.267239,1.471855,
,28.280523,1.445518,
,28.294012,1.418347,
,28.308163,1.389398,
,28.321289,1.362163,
,28.334309,1.3348,
,28.348518,1.304575,
,28.362026,1.275504,
,28.375126,1.247031,
,28.389549,1.215378,
,28.403662,1.184127,
,28.418362,1.151311,
,28.43273,1.119012,
,28.446527,1.087803,
,28.459915,1.057373,
,28.474211,1.024747,
,28.487494,0.994329,
,28.501919,0.96121,
,28.516991,0.926553,
,28.531591,0.892949,
,28.545666,0.860569,
,28.561314,0.824602,
,28.575733,0.791533,
,28.588804,0.761639,
,28.603182,0.728879,
,28.617525,0.696353,
,28.631504,0.664828,
,28.645571,0.633307,
,28.659447,0.602443,
,28.673338,0.571793,
,28.686737,0.54249,
,28.700108,0.513534,
,28.714912,0.481822,
,28.728325,0.453439,
,28.741558,0.42578,
,28.755144,0.397762,
,28.769655,0.368284,
,28.784565,0.338508,
,28.798735,0.310717,
,28.813221,0.282838,
,28.827776,0.255397,
,28.842241,0.22872,
,28.856781,0.202526,
,28.871307,0.176998,
,28.885546,0.152627,
,28.900652,0.127494,
,28.915136,0.10412,
,28.929022,0.082399,
,28.943335,0.060731,
,28.957247,0.04039,
,28.970888,0.021153,
,28.984846,0.002212,
,28.999289,-0.016581,
,29.012531,-0.03308,
,29.027529,-0.050898,
,29.041931,-0.067125,
,29.056269,-0.08241,
,29.070238,-0.096453,
,29.084019,-0.10947,
,29.097437,-0.12134,
,29.110512,-0.132131,
,29.123545,-0.142119,
,29.13686,-0.151524,
,29.150787,-0.160487,
,29.165573,-0.169017,
,29.179777,-0.176247,
,29.193968,-0.182523,
,29.207747,-0.187703,
,29.221102,-0.191861,
,29.235407,-0.195369,
,29.249763,-0.197903,
,29.263783,-0.199422,
,29.277906,-0.199996,
,29.291359,-0.199649,
,29.305841,-0.198302,
,29.320078,-0.195995,
,29.333324,-0.192975,
,29.346687,-0.189078,
,29.361399,-0.183803,
,29.375139,-0.177949,
,29.388905,-0.171191,
,29.402836,-0.163447,
,29.416111,-0.155227,
,29.429691,-0.145975,
,29.443453,-0.13574,
,29.457817,-0.12414,
,29.470869,-0.112797,
,29.483671,-0.100937,
,29.497545,-0.087275,
,29.511316,-0.07289,
,29.525761,-0.056936,
,29.539614,-0.040811,
,29.552919,-0.024581,
,29.567724,-0.005681,
,29.581135,0.012189,
,29.594614,0.030857,
,29.60891,0.051409,
,29.623039,0.072471,
,29.636723,0.093552,
,29.651154,0.116505,
,29.665131,0.139416,
,29.67905,0.16288,
,29.693794,0.188416,
,29.707602,0.212942,
,29.721004,0.237298,
,29.734461,0.262278,
,29.748209,0.28832,
,29.761406,0.313793,
,29.774969,0.340439,
,29.78993,0.370356,
,29.804163,0.399295,
,29.818283,0.428444,
,29.832674,0.458577,
,29.847527,0.490097,
,29.86212,0.521448,
,29.876652,0.553021,
,29.890656,0.583751,
,29.905401,0.616401,
,29.91922,0.647245,
,29.933159,0.67857,
,29.947927,0.711969,
,29.961613,0.743072,
,29.974907,0.773415,
,29.988531,0.804607,
,30.001968,0.835454,
,30.016502,0.868868,
,30.031298,0.902918,
,30.045624,0.935885,
,30.059109,0.966884,
,30.072161,0.996839,
,30.085726,1.027897,
,30.099461,1.059237,
,30.113211,1.090477,
,30.127628,1.123068,
,30.141386,1.153975,
,30.155758,1.186042,
,30.170135,1.217857,
,30.184713,1.249825,
,30.198902,1.280627,
,30.213287,1.311512,
,30.23011,1.347158,
,30.24539,1.379054,
,30.258821,1.406688,
,30.27253,1.43448,
,30.287273,1.46388,
,30.301701,1.492127,
,30.318077,1.523538,
,30.333099,1.551709,
,30.346991,1.577186,
,30.361774,1.60367,
,30.377151,1.630505,
,30.393423,1.658076,
,30.408667,1.683107,
,30.423065,1.706019,
,30.438217,1.729341,
,30.453176,1.75155,
,30.468204,1.77302,
,30.483875,1.794489,
,30.500437,1.816131,
,30.516468,1.836036,
,30.530802,1.852939,
,30.547087,1.871104,
,30.561935,1.886686,
,30.581726,1.90597,
,30.598629,1.921075,
,30.613302,1.933154,
,30.628952,1.944962,
,30.644775,1.955762,
,30.661413,1.96587,
,30.67815,1.974737,
,30.692965,1.981484,
,30.707603,1.987132,
,30.723808,1.992194,
,30.739273,1.995854,
,30.754261,1.998307,
,30.768948,1.999663,
,30.784748,1.999962,
,30.799532,1.999154,
,30.815777,1.997053,
,30.831253,1.993872,
,30.846962,1.989471,
,30.861349,1.984408,
,30.876659,1.97794,
,30.891506,1.970613,
,30.905575,1.962715,
,30.920748,1.953167,
,30.935627,1.942771,
,30.949942,1.931817,
,30.964918,1.919366,
,30.980139,1.905687,
,30.995115,1.891231,
,31.011837,1.873942,
,31.027178,1.857031,
,31.042347,1.839339,
,31.056192,1.822368,
,31.071209,1.803083,
,31.085564,1.783816,
,31.100775,1.762529,
,31.1152,1.741536,
,31.130089,1.719062,
,31.145054,1.695674,
,31.160128,1.671328,
,31.175034,1.646497,
,31.189451,1.62179,
,31.203955,1.596273,
,31.219278,1.568614,
,31.234507,1.540449,
,31.251827,1.507627,
,31.272602,1.467207,
,31.288271,1.436011,
,31.303738,1.404649,
,31.319092,1.372993,
,31.334137,1.341504,
,31.351528,1.304559,
,31.369007,1.266886,
,31.386492,1.228713,
,31.402208,1.194023,
,31.418941,1.15674,
,31.434965,1.120741,
,31.452122,1.081926,
,31.469236,1.042969,
,31.485664,1.005404,
,31.50215,0.96758,
,31.519178,0.928427,
,31.540434,0.879512,
,31.557816,0.839536,
,31.573795,0.802856,
,31.589653,0.76656,
,31.605824,0.729704,
,31.622627,0.691605,
,31.644596,0.6422,
,31.660969,0.605723,
,31.678719,0.566572,
,31.694067,0.53309,
,31.70817,0.502651,
,31.723381,0.470217,
,31.739054,0.437246,
,31.756714,0.400698,
,31.777971,0.357611,
,31.794632,0.32459,
,31.810947,0.292928,
,31.827267,0.261965,
,31.843622,0.231681,
,31.859375,0.203253,
,31.875124,0.175588,
,31.891485,0.14768,
,31.906334,0.123116,
,31.920389,0.100554,
,31.9354,0.07722,
,31.950617,0.054396,
,31.964928,0.033713,
,31.979992,0.012782,
,31.994961,-0.007147,
,32.009193,-0.02527,
,32.022945,-0.041998,
,32.037537,-0.058901,
,32.052147,-0.074924,
,32.066727,-0.090011,
,32.082111,-0.104927,
,32.098732,-0.119874,
,32.119274,-0.13664,
,32.137657,-0.150023,
,32.152222,-0.159523,
,32.16922,-0.169365,
,32.184616,-0.177112,
,32.199871,-0.183688,
,32.215076,-0.189144,
,32.230019,-0.19343,
,32.244987,-0.196653,
,32.258907,-0.198685,
,32.27354,-0.199816,
,32.287167,-0.199943,
,32.300388,-0.199211,
,32.314304,-0.197532,
,32.329372,-0.194665,
,32.343052,-0.19112,
,32.358372,-0.18609,
,32.371265,-0.180991,
,32.38414,-0.175115,
,32.401478,-0.165969,
,32.415489,-0.157554,
,32.430958,-0.147207,
,32.445175,-0.136728,
,32.460003,-0.124823,
,32.475109,-0.111682,
,32.489532,-0.09819,
,32.502686,-0.085097,
,32.516319,-0.070732,
,32.530674,-0.054759,
,32.544731,-0.038281,
,32.55806,-0.021909,
,32.571541,-0.004618,
,32.585049,0.013427,
,32.601246,0.036,
,32.614895,0.055795,
,32.628399,0.076054,
,32.643501,0.099491,
,32.659756,0.125605,
,32.672932,0.14743,
,32.686432,0.170392,
,32.699612,0.193368,
,32.713169,0.217562,
,32.725998,0.240958,
,32.741207,0.269318,
,32.754333,0.294303,
,32.768478,0.32174,
,32.781624,0.347692,
,32.798225,0.381061,
,32.811512,0.408219,
,32.824718,0.435591,
,32.838974,0.465538,
