DateTime,RecordingTime,Values,PartTimes,
,11.723745,-0.031433,0.301636,
,11.73712,0.946555,0.329539,
,11.751431,1.04292,0.355681,
,11.764606,0.928909,0.383223,
,11.778269,0.757926,0.410205,
,11.791453,1.412869,0.438184,
,11.804938,1.766677,0.46684,
,11.818568,1.362851,0.496223,
,11.832374,0.936797,0.528429,
,11.847327,1.969398,0.559189,
,11.861454,0.425756,0.590949,
,11.875898,0.90596,0.623799,
,11.890706,1.621315,0.656657,
,11.905399,0.837444,0.68988,
,11.920152,-0.072656,0.721486,
,11.934104,1.050248,0.756013,
,11.94927,-0.035948,0.78904,
,11.963718,0.93692,0.822795,
,11.978439,1.675073,0.854978,
,11.992445,0.86859,0.886467,
,12.006132,0.278591,0.920297,
,12.020831,0.28232,0.95343,
,12.035236,0.741248,0.987509,
,12.050075,1.413053,1.022588,
,12.065387,1.971253,1.057766,
,12.080798,0.834775,1.092231,
,12.095966,0.961265,1.128456,
,12.112002,0.946348,1.158886,
,12.125562,0.793367,1.188985,
,12.139065,0.869558,1.21883,
,12.152558,0.89339,1.252832,
,12.168074,0.835947,1.292709,
,12.186491,1.247804,1.329064,
,12.203522,0.429583,1.365133,
,12.220675,1.224025,1.399836,
,12.237455,0.975439,1.433257,
,12.253904,0.60718,1.4643,
,12.269468,0.574406,1.491997,
,12.283615,1.668661,1.522977,
,12.299763,0.892581,1.548811,
,12.31352,0.997513,1.574711,
,12.327609,0.905031,1.601432,
,12.342492,1.8929,1.63025,
,12.358986,0.076049,1.652716,
,12.372202,0.708157,1.678554,
,12.38784,0.869926,1.70142,
,12.40212,1.191194,1.72495,
,12.417304,0.277076,1.746895,
,12.431976,0.696604,1.768005,
,12.446623,0.697815,1.786521,
,12.45996,0.821237,1.806583,
,12.475009,0.91453,1.830547,
,12.493945,0.952787,1.855524,
,12.51504,0.410917,1.876486,
,12.534096,0.9262,1.896088,
,12.553348,0.692455,1.911681,
,12.569935,0.767903,1.926195,
,12.586688,0.899032,1.938782,
,12.60256,1.850934,1.949756,
,12.617751,0.885746,1.959845,
,12.633225,0.75141,1.968506,
,12.648118,0.433221,1.975994,
,12.662729,0.061165,1.983887,
,12.680858,1.628892,1.989815,
,12.697674,0.969225,1.994119,
,12.713318,0.930375,1.997469,
,12.730332,1.224207,1.99938,
,12.746715,1.515318,1.999992,
,12.760912,0.899356,1.999647,
,12.77487,0.820625,1.998451,
,12.78813,0.85694,1.996338,
,12.801773,0.78827,1.99328,
,12.81562,1.890286,1.989085,
,12.830149,0.900027,1.98375,
,12.845018,1.188953,1.978154,
,12.858173,1.822988,1.971161,
,12.872444,1.088493,1.964012,
,12.885356,1.646928,1.955891,
,12.898569,0.901233,1.947121,
,12.911559,0.899066,1.937571,
,12.924558,-0.106277,1.927153,
,12.937677,1.523278,1.915616,
,12.951188,1.537867,1.903551,
,12.964398,1.159269,1.890955,
,12.977374,1.080655,1.876894,
,12.991044,1.434643,1.859465,
,13.007007,0.089072,1.838431,
,13.025087,0.171764,1.820338,
,13.039788,0.925093,1.802858,
,13.053362,1.728955,1.783939,
,13.067455,0.646468,1.763926,
,13.081778,0.310812,1.743328,
,13.095971,0.578557,1.72058,
,13.111082,1.021254,1.699773,
,13.12445,1.488844,1.67772,
,13.138198,0.262593,1.655672,
,13.151559,1.072797,1.632403,
,13.165288,0.381338,1.605582,
,13.180688,0.279196,1.580319,
,13.194823,1.922071,1.555413,
,13.208444,1.380791,1.529041,
,13.222558,1.717455,1.50331,
,13.236055,-0.023419,1.475476,
,13.25038,1.615671,1.448397,
,13.264067,0.9308,1.420217,
,13.278076,0.902327,1.391855,
,13.291955,0.86615,1.362063,
,13.306321,0.875722,1.330244,
,13.321447,0.588818,1.29949,
,13.335876,1.494556,1.269584,
,13.349746,1.18167,1.239202,
,13.36369,0.761236,1.209746,
,13.377086,0.933826,1.17553,
,13.392509,-0.012195,1.13949,
,13.408617,0.629696,1.100931,
,13.425717,1.216022,1.066273,
,13.440991,0.660327,1.034792,
,13.4548,1.026231,1.002815,
,13.468776,0.902719,0.969861,
,13.483139,-0.007189,0.936324,
,13.497728,-0.184812,0.904265,
,13.511661,-0.19343,0.872091,
,13.525641,0.954597,0.839265,
,13.539916,0.989049,0.806904,
,13.554011,1.900121,0.77515,
,13.567877,1.329168,0.741346,
,13.582689,0.865844,0.708115,
,13.597315,0.380462,0.676311,
,13.611387,0.392207,0.645128,
,13.625269,1.074692,0.606677,
,13.642521,0.825717,0.576507,
,13.656178,0.891916,0.543515,
,13.671252,0.814618,0.509759,
,13.686845,1.492633,0.478376,
,13.701517,0.847095,0.447285,
,13.71624,0.974405,0.416636,
,13.730956,1.080247,0.388415,
,13.744704,0.948763,0.355415,
,13.761051,1.20638,0.327105,
,13.775332,0.214547,0.30018,
,13.789161,0.925541,0.274718,
,13.802481,1.326405,0.245393,
,13.818148,0.118149,0.218641,
,13.832779,0.929908,0.192398,
,13.847485,0.906322,0.166354,
,13.862464,0.926564,0.142931,
,13.876304,1.282691,0.116731,
,13.892251,0.89911,0.091695,
,13.90801,1.022775,0.069141,
,13.922706,1.417142,0.048378,
,13.936709,0.411454,0.028773,
,13.95041,0.58441,0.010069,
,13.963973,-0.114707,-0.008052,
,13.977639,0.947304,-0.027496,
,13.99297,0.815569,-0.044085,
,14.006687,1.68372,-0.060584,
,14.021017,0.972479,-0.075498,
,14.034667,1.061133,-0.096451,
,14.055222,1.768645,-0.117987,
,14.078539,1.481206,-0.134899,
,14.09901,0.792257,-0.1458,
,14.113606,0.847858,-0.155229,
,14.127435,1.007743,-0.164089,
,14.141804,0.793848,-0.17181,
,14.155828,1.367742,-0.178468,
,14.169542,0.080807,-0.184903,
,14.184989,1.818504,-0.19015,
,14.200254,1.869943,-0.194073,
,14.214625,1.997987,-0.197357,
,14.231124,1.220246,-0.199114,
,14.245075,-0.069312,-0.199963,
,14.260318,0.928421,-0.199788,
,14.273653,0.934026,-0.198719,
,14.287334,0.517309,-0.196464,
,14.302597,1.948385,-0.192953,
,14.318393,0.118036,-0.188904,
,14.332206,0.883983,-0.183734,
,14.34656,1.369144,-0.177203,
,14.361737,1.218329,-0.169106,
,14.377805,1.085035,-0.161381,
,14.391284,0.898831,-0.152502,
,14.405228,1.92719,-0.142903,
,14.418931,1.544325,-0.130851,
,14.434632,0.946638,-0.118593,
,14.449294,1.352113,-0.105189,
,14.464156,1.587044,-0.091249,
,14.47858,0.824526,-0.075625,
,14.493742,-0.162525,-0.060618,
,14.507482,0.503242,-0.044871,
,14.521175,1.91361,-0.028319,
,14.534892,0.897197,-0.010073,
,14.54933,1.191574,0.008457,
,14.563362,0.900108,0.026386,
,14.576416,1.245354,0.045866,
,14.590091,1.371383,0.066162,
,14.603844,0.775853,0.087915,
,14.618091,0.896436,0.110662,
,14.632507,1.482133,0.133706,
,14.646668,1.00317,0.157553,
,14.660908,1.300152,0.183864,
,14.67618,1.583176,0.212497,
,14.692339,0.537471,0.237376,
,14.706032,0.815383,0.262071,
,14.719336,0.892071,0.294733,
,14.73654,0.899992,0.322093,
,14.750641,0.836464,0.34886,
,14.764193,1.025073,0.377455,
,14.778428,0.982931,0.409721,
,14.794222,0.818099,0.438681,
,14.808179,0.894674,0.471805,
,14.823915,0.777158,0.500641,
,14.837439,0.4657,0.531045,
,14.851538,0.891549,0.56546,
,14.86732,-0.009568,0.595021,
,14.880744,0.002965,0.626111,
,14.894747,1.848875,0.656175,
,14.908188,0.883394,0.687437,
,14.922073,0.58315,0.718145,
,14.935636,0.996815,0.749356,
,14.949355,0.242712,0.781147,
,14.963273,0.455772,0.814263,
,14.977725,0.94834,0.845483,
,14.991318,1.029758,0.876338,
,15.004733,0.861965,0.907549,
,15.018295,1.963118,0.943942,
,15.034113,1.028883,0.978693,
,15.049235,1.20787,1.009106,
,15.062499,1.04164,1.043067,
,15.077353,0.820661,1.073505,
,15.090718,1.003026,1.104678,
,15.104467,0.945484,1.134799,
,15.117825,1.18854,1.164985,
,15.131293,0.913226,1.199564,
,15.146839,0.76126,1.229839,
,15.160567,-0.016848,1.266435,
,15.177331,1.759897,1.294785,
,15.19046,0.587173,1.322387,
,15.203378,0.394849,1.350986,
,15.216917,1.709084,1.385181,
,15.233336,1.683663,1.411885,
,15.246353,-0.189618,1.437621,
,15.259078,1.258685,1.463575,
,15.272104,0.654145,1.489845,
,15.285509,0.918671,1.517059,
,15.299653,1.202847,1.541739,
,15.312729,0.29259,1.567846,
,15.326847,0.879593,1.594687,
,15.341702,0.950345,1.621327,
,15.35683,1.986279,1.645549,
,15.370953,0.301439,1.670241,
,15.385757,0.9,1.691134,
,15.398644,0.218939,1.712101,
,15.41195,1.188128,1.733825,
,15.426178,0.640796,1.757463,
,15.442242,1.891115,1.77619,
,15.455461,0.745328,1.796238,
,15.470169,-0.083164,1.813362,
,15.483254,1.955805,1.830343,
,15.496781,0.390929,1.848134,
,15.511638,0.90646,1.862587,
,15.524311,0.552121,1.877298,
,15.537867,0.893453,1.890608,
,15.550807,1.814459,1.904723,
,15.565376,0.700455,1.918619,
,15.580767,0.192914,1.930022,
,15.594369,1.09752,1.939879,
,15.607019,0.338392,1.949532,
,15.620429,1.059441,1.958902,
,15.634707,0.931037,1.966845,
,15.648123,0.619145,1.973802,
,15.661248,1.933103,1.979833,
,15.674106,1.109357,1.985151,
,15.687146,0.830859,1.990135,
,15.70171,1.645822,1.993685,
,15.714529,-0.088058,1.996799,
,15.729298,1.719772,1.998628,
,15.741896,1.73088,1.999731,
,15.755203,0.857655,1.999985,
,15.768279,0.900508,1.999415,
,15.781356,0.894424,1.9977,
,15.79668,1.028286,1.995221,
,15.810332,0.937314,1.992079,
,15.823158,1.166424,1.988057,
,15.836258,0.910282,1.982479,
,15.851184,1.751842,1.975632,
,15.866554,0.448274,1.968954,
,15.879587,0.568056,1.961522,
,15.892552,0.848383,1.951881,
,15.907656,0.913241,1.94288,
,15.920465,1.066052,1.932938,
,15.933517,1.036697,1.920969,
,15.948042,1.418616,1.909477,
,15.961019,1.460314,1.897385,
,15.973848,0.900413,1.884107,
,15.987132,0.837652,1.869157,
,16.001255,1.301489,1.853867,
,16.014938,0.944967,1.838667,
,16.027893,0.158704,1.822532,
,16.041046,0.897108,1.80495,
,16.05477,1.784889,1.788225,
,16.067316,0.183245,1.770169,
,16.080372,0.148028,1.75025,
,16.094261,1.300355,1.731264,
,16.107056,0.690848,1.711391,
,16.120039,0.622628,1.690737,
,16.133135,1.984079,1.669713,
,16.146095,0.970579,1.648104,
,16.159067,0.817106,1.621223,
,16.174763,0.876474,1.598907,
,16.18746,0.628096,1.57507,
,16.200722,0.483238,1.548028,
,16.215429,0.899883,1.520393,
,16.230127,1.525605,1.493732,
,16.244019,0.930767,1.467731,
,16.257322,0.731697,1.439437,
,16.271549,0.983041,1.410977,
,16.285624,1.772049,1.382355,
,16.299562,0.900942,1.352726,
,16.313786,0.783447,1.324124,
,16.327335,0.76853,1.294631,
,16.341143,0.860719,1.264146,
,16.355255,-0.166884,1.234394,
,16.368889,0.807537,1.20314,
,16.383078,0.036478,1.171741,
,16.397211,1.99564,1.139771,
,16.411495,0.489004,1.102558,
,16.428001,0.636969,1.064381,
,16.444826,0.184329,1.027679,
,16.460915,0.924388,0.99739,
,16.474146,0.908451,0.966156,
,16.487755,1.590604,0.936922,
,16.500471,0.971483,0.906177,
,16.513832,1.697323,0.871953,
,16.528704,0.833625,0.837369,
,16.543743,0.94047,0.808378,
,16.556372,0.316792,0.776989,
,16.570076,0.341649,0.7457,
,16.58378,1.510507,0.714524,
,16.597492,0.738147,0.683477,
,16.611214,1.006633,0.653053,
,16.624735,0.045201,0.621291,
,16.638948,1.054294,0.590288,
,16.652929,0.651887,0.560048,
,16.666681,0.901853,0.529688,
,16.68062,1.012244,0.49791,
,16.695368,1.151248,0.466571,
,16.710087,0.166565,0.431411,
,16.726837,1.070173,0.404256,
,16.739965,0.941129,0.377843,
,16.752911,1.179838,0.351342,
,16.766094,-0.112386,0.325617,
,16.779093,1.78507,0.300397,
,16.792051,1.072558,0.275852,
,16.804886,1.415486,0.248707,
,16.819363,0.303122,0.223962,
,16.832846,0.063392,0.199585,
,16.846424,0.939956,0.176799,
,16.859411,1.659987,0.154216,
,16.872593,0.655888,0.129168,
,16.887619,0.805521,0.107447,
,16.901033,1.956068,0.086154,
,16.914577,0.822757,0.065549,
,16.928097,0.796439,0.046005,
,16.941345,1.564261,0.026454,
,16.955067,0.944358,0.008126,
,16.968414,0.076224,-0.009455,
,16.981724,0.411544,-0.026202,
,16.994928,1.43483,-0.041991,
,17.007923,0.769434,-0.057721,
,17.021479,0.966672,-0.072668,
,17.035023,0.13722,-0.088188,
,17.049904,0.705032,-0.101218,
,17.063169,0.911069,-0.115091,
,17.078247,0.896463,-0.126527,
,17.091595,1.373936,-0.137781,
,17.105747,0.40147,-0.147549,
,17.11908,1.330217,-0.15736,
,17.133757,0.717627,-0.165334,
,17.146959,1.065114,-0.173117,
,17.161386,0.899333,-0.179397,
,17.174618,-0.070699,-0.184978,
,17.18819,0.70633,-0.189513,
,17.201218,0.459944,-0.193563,
,17.215534,0.619246,-0.196327,
,17.228197,0.683286,-0.198434,
,17.241756,1.798551,-0.199705,
,17.256191,1.109826,-0.199988,
,17.269497,0.771255,-0.199439,
,17.282528,1.253566,-0.198065,
,17.29562,0.872616,-0.195899,
,17.30855,1.165235,-0.192923,
,17.321512,1.645657,-0.188982,
,17.33497,0.587781,-0.18408,
,17.348679,0.020942,-0.178375,
,17.362194,1.136736,-0.172078,
,17.375185,0.989758,-0.164409,
,17.389177,0.972066,-0.156544,
,17.402058,0.992171,-0.147305,
,17.415802,1.131285,-0.137658,
,17.428947,0.957307,-0.126058,
,17.443506,1.04355,-0.114851,
,17.456558,0.870982,-0.102595,
,17.469915,0.510787,-0.090249,
,17.482584,0.566358,-0.076486,
,17.495934,0.781626,-0.058694,
,17.512196,0.818428,-0.043609,
,17.525248,0.335269,-0.024701,
,17.540812,1.823972,-0.006747,
,17.554895,0.264942,0.012145,
,17.56909,0.287741,0.032221,
,17.583569,0.954701,0.053233,
,17.598141,0.836108,0.072875,
,17.611294,1.567133,0.093158,
,17.624458,1.334511,0.113347,
,17.637182,0.900777,0.136757,
,17.651516,1.002411,0.15897,
,17.664743,1.22702,0.184443,
,17.679514,1.243101,0.207619,
,17.692621,1.342736,0.232322,
,17.706278,0.632253,0.256127,
,17.719162,1.795823,0.279592,
,17.731621,1.256809,0.308508,
,17.746675,0.760998,0.334832,
,17.760122,1.37495,0.364552,
,17.775038,0.92333,0.39099,
,17.78809,0.900263,0.419924,
,17.802164,1.340396,0.44853,
,17.815886,0.888358,0.476906,
,17.829323,-0.025388,0.507015,
,17.84341,0.475099,0.536984,
,17.857277,0.625017,0.569237,
,17.872046,1.448066,0.599243,
,17.885656,0.844049,0.632843,
,17.900766,0.421337,0.663202,
,17.91432,0.870379,0.693992,
,17.927977,0.92403,0.72458,
,17.941473,1.283008,0.758858,
,17.956524,0.968654,0.789581,
,17.969961,0.342462,0.822862,
,17.984474,0.986659,0.853509,
,17.997812,1.006152,0.884108,
,18.011112,0.221208,0.913765,
,18.023998,1.193513,0.944263,
,18.037256,1.056515,0.976539,
,18.0513,0.26111,1.008974,
,18.065445,0.890914,1.03942,
,18.078758,1.702132,1.071258,
,18.092731,0.881136,1.100993,
,18.105843,0.020942,1.130141,
,18.118757,0.699539,1.15922,
,18.131718,0.755867,1.188834,
,18.145004,0.783404,1.224507,
,18.161144,1.342906,1.254206,
,18.174711,0.614751,1.280998,
,18.187061,1.172271,1.312523,
,18.201748,1.715431,1.342366,
,18.215822,0.862537,1.369614,
,18.228832,0.903757,1.39779,
,18.242464,-0.138837,1.425683,
,18.256155,0.934727,1.451334,
,18.268938,0.085321,1.479509,
,18.283211,0.891555,1.503968,
,18.295818,0.74158,1.531481,
,18.310266,1.825265,1.557261,
,18.324089,0.898539,1.580993,
,18.337082,1.054873,1.604071,
,18.349989,0.674588,1.627567,
,18.363436,0.853071,1.652497,
,18.378078,1.453863,1.673364,
,18.390665,0.552007,1.696711,
,18.405149,1.871141,1.71901,
,18.419426,0.543267,1.739959,
,18.433289,0.372402,1.760669,
,18.447475,1.744649,1.779227,
,18.460653,0.887023,1.797455,
,18.474085,1.133322,1.816118,
,18.488415,1.102761,1.831851,
,18.501015,0.650034,1.849162,
,18.515522,1.746592,1.864944,
,18.529438,0.700426,1.880154,
,18.543589,0.690115,1.893054,
,18.556269,1.103165,1.90568,
,18.569405,0.547689,1.917321,
,18.582281,0.031772,1.929487,
,18.59671,0.748434,1.939831,
,18.609957,0.797671,1.949405,
,18.623247,0.9843,1.958277,
,18.636711,0.558248,1.966965,
,18.65134,0.330883,1.974716,
,18.666096,1.074317,1.981051,
,18.679928,0.012761,1.986642,
,18.694208,0.66289,1.991033,
,18.707701,0.914554,1.994959,
,18.722994,1.268295,1.997595,
,18.737158,1.489925,1.999191,
,18.750443,1.32628,1.999952,
,18.764324,0.986791,1.999796,
,18.777985,0.260086,1.99859,
,18.792971,0.279852,1.996639,
,18.806143,1.007575,1.993501,
,18.820747,1.288415,1.989769,
,18.834005,0.899879,1.98443,
,18.849279,1.145537,1.978785,
,18.862789,1.984612,1.972267,
,18.876318,0.985438,1.964388,
,18.890717,0.831698,1.956119,
,18.904222,1.140206,1.946906,
,18.91787,1.66457,1.93684,
,18.931517,0.846431,1.925242,
,18.94599,1.323192,1.913373,
,18.959717,1.159628,1.900855,
,18.973248,1.74836,1.887786,
,18.98653,1.085558,1.872141,
,19.001503,0.674922,1.857262,
,19.014963,0.949772,1.841325,
,19.028673,1.653249,1.823006,
,19.043671,0.900106,1.805205,
,19.057577,1.711678,1.787462,
,19.070881,0.441277,1.769652,
,19.083742,0.67662,1.74814,
,19.098707,0.898155,1.72755,
,19.112516,-0.115997,1.706532,
,19.126158,0.889065,1.684263,
,19.140167,0.477391,1.661973,
,19.153784,1.447545,1.638325,
,19.167833,1.493569,1.615026,
,19.18132,0.132404,1.591246,
,19.194757,-0.136163,1.565137,
,19.209167,1.015854,1.536397,
,19.224657,0.643008,1.510813,
,19.238152,1.007869,1.483414,
,19.252329,0.861627,1.458165,
,19.265163,1.801466,1.428853,
,19.279812,-0.064843,1.401831,
,19.293102,0.905769,1.371142,
,19.307972,1.813174,1.342018,
,19.32188,1.021611,1.31222,
,19.335932,-0.138054,1.281997,
,19.350014,0.960791,1.251907,
,19.363882,0.986169,1.223807,
,19.376713,0.937649,1.193491,
,19.390436,1.915803,1.164123,
,19.403627,1.343034,1.133386,
,19.417339,0.892348,1.101647,
,19.431406,0.865571,1.070361,
,19.4452,1.513111,1.03851,
,19.459177,0.542694,1.005616,
,19.473558,1.234012,0.972814,
,19.48786,0.844713,0.942139,
,19.501205,0.96106,0.907159,
,19.516409,0.937364,0.874915,
,19.53042,0.262286,0.844741,
,19.543539,0.920324,0.812287,
,19.557671,0.471335,0.777325,
,19.572931,0.657719,0.744904,
,19.587133,0.395122,0.7116,
,19.601784,1.853182,0.680701,
,19.615446,0.834004,0.650627,
,19.62882,0.021482,0.619346,
,19.642824,1.616213,0.589439,
,19.656317,0.233024,0.556228,
,19.671431,0.901681,0.524954,
,19.68581,1.375082,0.494297,
,19.700058,1.160771,0.465965,
,19.713377,1.252995,0.437298,
,19.727018,1.371823,0.410932,
,19.739725,1.256885,0.384136,
,19.752813,1.594653,0.356175,
,19.766678,0.891048,0.323397,
,19.783228,0.931728,0.293567,
,19.798603,1.238392,0.265403,
,19.813423,0.892548,0.238032,
,19.828146,1.734677,0.211949,
,19.842501,1.111324,0.188383,
,19.855774,1.567133,0.163165,
,19.870333,0.879263,0.139567,
,19.884329,0.508186,0.114518,
,19.899628,0.904557,0.093199,
,19.913054,0.719427,0.072884,
,19.926237,-0.129138,0.051686,
,19.940451,0.861036,0.031521,
,19.954464,1.998725,0.012033,
,19.968531,-0.140599,-0.005464,
,19.981659,0.948678,-0.021932,
,19.994513,0.635292,-0.039747,
,20.009045,1.543247,-0.055945,
,20.022919,0.724478,-0.071228,
,20.03669,0.931968,-0.085823,
,20.050579,1.28277,-0.100391,
,20.065308,0.801565,-0.112648,
,20.078514,1.312516,-0.12452,
,20.092186,0.649457,-0.136564,
,20.107164,1.526415,-0.147523,
,20.122046,0.694753,-0.156587,
,20.135546,1.604881,-0.165757,
,20.150703,0.748384,-0.173248,
,20.164646,0.900003,-0.179735,
,20.178385,1.956857,-0.18534,
,20.192152,0.995109,-0.18989,
,20.205421,1.315028,-0.193682,
,20.219021,0.991414,-0.19656,
,20.232464,0.655477,-0.198587,
,20.246042,0.905159,-0.199702,
,20.259151,0.899356,-0.199991,
,20.272182,1.018176,-0.199244,
,20.287987,1.165994,-0.197728,
,20.300997,1.738952,-0.194971,
,20.31599,0.455644,-0.191796,
,20.328678,0.901104,-0.187827,
,20.341438,1.375877,-0.182371,
,20.355951,1.969398,-0.176057,
,20.370173,0.641968,-0.169318,
,20.383419,1.264536,-0.161247,
,20.397512,0.849281,-0.152299,
,20.411537,1.28384,-0.143107,
,20.424658,0.899634,-0.131087,
,20.440346,0.890877,-0.118251,
,20.455692,0.973934,-0.102411,
,20.473112,1.573843,-0.08766,
,20.488155,0.880827,-0.073255,
,20.501968,-0.159623,-0.058224,
,20.515614,0.521377,-0.041742,
,20.529823,0.94249,-0.025377,
,20.543272,0.147029,-0.006822,
,20.55784,0.0793,0.011653,
,20.57173,0.870478,0.0294,
,20.584572,0.974737,0.048667,
,20.598022,0.627094,0.069865,
,20.612309,0.919997,0.089964,
,20.625414,0.843457,0.113772,
,20.64045,0.906322,0.135347,
,20.653667,0.122671,0.157866,
,20.667097,0.870807,0.185509,
,20.683126,0.899988,0.208612,
,20.696178,-0.029519,0.232065,
,20.709141,1.066235,0.2574,
,20.722845,0.888122,0.283454,
,20.736652,0.895943,0.30855,
,20.749701,1.05334,0.336113,
,20.763773,1.39957,0.36424,
,20.777885,0.77068,0.393101,
,20.792126,0.814618,0.42256,
,20.80644,0.892973,0.448692,
,20.818966,0.899879,0.480203,
,20.833876,0.554571,0.509246,
,20.84745,1.118925,0.539289,
,20.86134,0.915503,0.567533,
,20.874271,-0.002561,0.597449,
,20.887848,0.702338,0.627153,
,20.90122,0.641285,0.658034,
,20.915022,0.900147,0.689837,
,20.929142,0.890008,0.720055,
,20.942482,0.000295,0.750335,
,20.95579,0.802986,0.781257,
,20.969328,1.035705,0.812735,
,20.983065,0.945266,0.844883,
,20.997063,0.848033,0.876995,
,21.011024,0.838385,0.910758,
,21.025696,0.903364,0.943065,
,21.039738,0.900721,0.974158,
,21.053267,1.066966,1.005244,
,21.066818,0.948073,1.039694,
,21.081881,0.833955,1.072022,
,21.096071,0.68266,1.104948,
,21.110592,0.676741,1.136791,
,21.124716,1.069144,1.170589,
,21.139809,1.517831,1.202199,
,21.154036,1.911871,1.235383,
,21.1691,0.832183,1.265177,
,21.182756,1.276067,1.294267,
,21.196226,0.960224,1.32131,
,21.208878,1.691105,1.351175,
,21.223013,0.025318,1.378143,
,21.235941,0.864782,1.408995,
,21.250942,1.902491,1.436616,
,21.264584,-0.100954,1.46203,
,21.277328,0.167223,1.490278,
,21.291739,0.267999,1.514941,
,21.304548,0.879447,1.539202,
,21.317379,0.90965,1.566431,
,21.332081,1.14856,1.590183,
,21.34519,1.011751,1.612579,
,21.357824,-0.153766,1.634972,
,21.370745,0.890369,1.656649,
,21.38356,0.424521,1.680361,
,21.397961,0.915703,1.703548,
,21.412481,0.987206,1.723727,
,21.42551,0.677738,1.74438,
,21.439278,0.699653,1.766568,
,21.454617,0.874438,1.785855,
,21.468481,0.357936,1.805276,
,21.483017,1.312023,1.82425,
,21.497866,1.42356,1.842669,
,21.512999,0.835817,1.857879,
,21.526123,1.33908,1.873265,
,21.540083,0.015833,1.887069,
,21.553303,0.734964,1.899842,
,21.566236,1.543863,1.912652,
,21.580021,1.44164,1.924733,
,21.593943,0.899622,1.936147,
,21.608124,0.794431,1.946765,
,21.622471,0.900011,1.956213,
,21.636465,1.811462,1.964626,
,21.650234,0.829234,1.972132,
,21.66396,1.22021,1.978557,
,21.677248,0.91347,1.984375,
,21.69112,1.05687,1.988938,
,21.703934,0.954611,1.992877,
,21.71735,0.60607,1.996206,
,21.732063,1.461992,1.998354,
,21.745625,0.322303,1.999644,
,21.759613,1.000697,1.999999,
,21.772461,1.488942,1.999558,
,21.785313,0.879189,1.998186,
,21.799225,0.89352,1.995961,
,21.812744,0.42085,1.993054,
,21.825512,0.898282,1.989004,
,21.839407,0.834677,1.984425,
,21.852295,1.427644,1.97896,
,21.8654,-0.016909,1.971833,
,21.880165,0.499605,1.964602,
,21.893349,1.817216,1.956372,
,21.90683,0.95239,1.946926,
,21.920843,0.710115,1.937115,
,21.934162,1.132303,1.926944,
,21.946941,0.921173,1.91523,
,21.960634,1.252501,1.903258,
,21.973719,0.930845,1.890393,
,21.986944,0.345803,1.877091,
,21.999866,1.517077,1.86239,
,22.013403,1.092741,1.846331,
,22.027441,1.034904,1.829965,
,22.041063,0.774926,1.813192,
,22.054415,0.272216,1.796204,
,22.067394,1.04039,1.778067,
,22.080725,1.16028,1.760136,
,22.093437,0.438585,1.741675,
,22.106096,0.783272,1.722239,
,22.119007,0.481832,1.701546,
,22.132336,0.844109,1.679834,
,22.145906,0.775537,1.659036,
,22.158552,0.74038,1.636372,
,22.17198,0.664353,1.613545,
,22.185169,0.275964,1.590317,
,22.198278,0.935374,1.566186,
,22.211597,1.636618,1.542557,
,22.224371,0.943193,1.51344,
,22.239782,0.146306,1.487642,
,22.25316,0.76566,1.461214,
,22.266626,0.758239,1.434746,
,22.27989,1.5854,1.404471,
,22.294815,1.112002,1.371681,
,22.310715,1.041231,1.342581,
,22.324617,0.899532,1.311084,
,22.339466,0.916286,1.282926,
,22.352585,0.890237,1.253717,
,22.366055,1.326029,1.226205,
,22.378624,0.849137,1.190384,
,22.39484,0.051876,1.15673,
,22.409937,1.482964,1.12512,
,22.424013,0.429232,1.089441,
,22.439798,0.656141,1.059346,
,22.453043,0.897998,1.027686,
,22.466919,0.961965,0.99412,
,22.481579,1.750602,0.961215,
,22.495911,0.228782,0.931098,
,22.509008,0.900994,0.9012,
,22.522001,1.353535,0.870567,
,22.535313,0.906589,0.841938,
,22.547762,1.265155,0.807498,
,22.562761,0.688057,0.777488,
,22.575863,0.067602,0.741926,
,22.591444,0.678793,0.708295,
,22.606245,1.013319,0.679408,
,22.619022,1.104494,0.650035,
,22.632088,0.930408,0.614029,
,22.648218,0.797978,0.5801,
,22.663555,0.300844,0.546687,
,22.678804,0.304802,0.515118,
,22.693367,0.881399,0.484114,
,22.70783,0.736054,0.455539,
,22.721321,0.428221,0.42665,
,22.735132,0.984375,0.398636,
,22.748711,1.053265,0.370482,
,22.76256,0.190435,0.343365,
,22.776108,1.150222,0.316992,
,22.789505,1.103309,0.289742,
,22.8036,0.184545,0.262549,
,22.817947,0.501183,0.237741,
,22.831306,0.810702,0.213581,
,22.844595,1.786637,0.18903,
,22.858408,0.56872,0.161262,
,22.874451,-0.107047,0.135458,
,22.889809,1.242051,0.11392,
,22.903002,0.848412,0.090218,
,22.917967,0.664042,0.066025,
,22.933784,-0.167479,0.045057,
,22.948006,1.196992,0.025795,
,22.961544,0.040815,0.008028,
,22.974495,1.01011,-0.010039,
,22.988182,0.860248,-0.026533,
,23.001202,0.885746,-0.043623,
,23.015306,0.913889,-0.059022,
,23.028637,0.549548,-0.075408,
,23.043591,1.205424,-0.0892,
,23.056911,1.295066,-0.102588,
,23.070618,0.85159,-0.115969,
,23.085247,1.539555,-0.129167,
,23.100821,0.89035,-0.139714,
,23.114307,0.241674,-0.150223,
,23.128941,1.272034,-0.158924,
,23.14225,0.503807,-0.166833,
